,address,title,date,content,Categories,topic
10,https://saudiembassy.net/news/saudi-special-forces-capture-leader-daesh-isis-branch-yemen,Saudi Special Forces Capture Leader of Daesh (ISIS) Branch in Yemen,"June 25, 2019","RIYADH ?Äì??Saudi Special??Forces, in cooperation with Yemeni Special Forces, conducted a successful operation on June 3 that resulted in the in the capture of the leader of Daesh (ISIS) branch in Yemen known as Abu Osama Al-Muhajir.
The official spokesman of the Coalition to Restore Legitimacy in Yemen, Colonel Turki Al Malki, announced the operation today. Several other ISIS leaders were captured in the raid, including the chief financial officer of the branch.
Al-Muhajir was captured in a house that had been under close Coalition surveillance. Other ISIS extremists and three women and children were present in the house at the time of the raid.
While conducting the operation, the Coalition took all precautionary measures to protect civilians.
Before raiding the house, Coalition personnel used monitoring and surveillance to fully identify the inhabitants of the house and establish an understanding of their daily routines.None of the women and children inside the house, or any other civilians, were injured.
The operation also resulted in the confiscation of weapons, ammunition, laptops, computers, cash in various currencies, electronic devices, GPS devices, communication devices and other possessions. The entire operation lasted ten minutes.
This operation was the result of close cooperation between the Kingdom of Saudi Arabia and the Yemeni government in combatting and dismantling terrorist groups.??It??is yet another demonstration of the Kingdom?Äôs efforts to combat terrorism in all its forms, and serves a significant blow to Daesh in Yemen.The Kingdom remains committed to defeating terrorism as a leading member of the Global Coalition to Defeat ISIS. ?Äé",Press Releases,Not-defined
11,https://saudiembassy.net/news/his-majesty-issues-royal-order-dismissing-senior-saudi-government-officials,His Majesty Issues Royal Order Dismissing Senior Saudi Government Officials,"October 19, 2018","Today, the Custodian of the Two Holy Mosques, His Majesty King Salman bin Abdulaziz Al Saud, issued a Royal Order relieving the Deputy Chief of General Intelligence in the General Intelligence Presidency from his position, along with several other intelligence officers, including: Assistant Chief of General Intelligence for Intelligence Affairs, ??Assistant Chief of General Intelligence for Human Resources, and Director of the General Directorate of Security and Protection.?? Additionally, a Senior Advisor in the Royal Court has also been relieved of??his position effective immediately.??",Press Releases,Not-defined
12,https://saudiembassy.net/news/official-source-kingdom-saudi-arabia-takes-necessary-measures-clarify-truth-case-citizen-jamal,Official Source: Kingdom of Saudi Arabia Takes Necessary Measures to Clarify Truth into Case of Citizen Jamal Khashoggi,"October 19, 2018","An official source stated the following: the case of the disappearance of the Saudi citizen, Jamal Khashoggi, drew the attention of the Kingdom of Saudi Arabia at the highest levels, and due to the circumstances surrounding his disappearance, the Kingdom took the necessary procedures to clarify the truth and began by dispatching a security team to Turkey on October 6, 2018 to investigate and cooperate with Turkish counterparts.That was followed by the formation of a Joint Security Team between the Kingdom of Saudi Arabia and the Republic of Turkey, with permission given to the Turkish security authorities to enter the Consulate of the Kingdom in Istanbul and the residence of the Consul.?? Based on the Kingdom's keenness to clarify all the facts, the Custodian of the Two Holy Mosques, His Majesty King Salman bin Abdulaziz Al Saud has issued an order to the Public Prosecutor of the Kingdom of Saudi Arabia, No. 5709 dated today, to conduct further investigations into the case.The Public Prosecutor has already investigated a number of suspects on the basis of information provided by the Turkish authorities to the Joint Security Team to determine whether any of suspects had any information or relation to what has happened since the information that was relayed to the security authorities indicated that the citizen Jamal Khashoggi had left the consulate.In implementing the leadership?Äôs directives based on the need to clearly know the truth and declare it transparently, the preliminary investigations conducted by the Public Prosecution showed that the suspects had travelled to Istanbul to meet with the Jamal Khashoggi; as there were indications of the possibility of his return to the country.The results of the preliminary investigations also revealed that the discussions which took place between Jamal Khashoggi during his visit to the Kingdom?Äôs Consulate in Istanbul and the suspects unfortunately led to an altercation between them and Jamal Khashoggi, leading to his death.The source added that while the investigations are still ongoing into the case with 18 Saudi suspects in custody; the Kingdom expresses its deep regret at the painful developments that have taken place and stresses the commitment of the authorities in the Kingdom to bring the facts out publicly; hold all those involved accountable; bring them to justice by referring them to the courts in the Kingdom of Saudi Arabia.",Press Releases,Not-defined
13,https://saudiembassy.net/news/custodian-two-holy-mosques-directs-formation-ministerial-committee-restructure-presidency,Custodian of the Two Holy Mosques Directs Formation of Ministerial Committee to Restructure the Presidency of the General Intelligence,"October 19, 2018","Based on what has been submitted by His Royal Highness Prince Mohammed bin Salman bin Abdulaziz Al Saud, the Crown Prince and President of the Council of Political and Security Affairs, to the Custodian of the Two Holy Mosques, His Majesty King Salman bin Abdulaziz Al Saud, on the urgent need to restructure the General Intelligence Presidency, and overhaul its rules and regulations, as well as, to determine its authorities and assess its procedures and powers within its administrative and ordered organizational sequence to ensure the proper functioning of its work and the determination of responsibilities.As the public interest requires the formation of a committee to do so, the Custodian of the Two Holy Mosques issued an order, No. 7422, today on the formation of a ministerial committee chaired by His Royal Highness the Crown Prince and President of the Council of Political and Security Affairs; including the membership of a number of members of the Council: HRH Prince Abdulaziz bin Saud bin Naif bin Abdulaziz, the Minister of Interior; Dr. Mousaed Al-Aiban; Dr. Ibrahim Al-Assaf; the Minister of Foreign Affairs; the President of General Intelligence, and the President of the State Security. The Committee shall submit the results of its work within one month of its issue date.",Press Releases,Not-defined
14,https://saudiembassy.net/news/saudi-public-prosecutor-preliminary-investigations-case-citizen-jamal-khashoggi-show-death,Saudi Public Prosecutor: Preliminary Investigations into Case of Citizen Jamal Khashoggi Show Death,"October 19, 2018","The Kingdom of Saudi Arabia's Public Prosecutor stated the following: preliminary investigations carried out by the Public Prosecution Office into the disappearance of citizen Jamal Khashoggi revealed that the discussions that took place between him and the persons with whom he met him during his visit to the Kingdom's Consulate in Istanbul led quarrels and an altercation, which tragically resulted in his death.?? The Public Prosecutor confirms that its investigations into this case continue with 18 individuals, who are all Saudi nationals, in custody with the aim of reaching all the facts and declaring them, and to hold all those involved in this case accountable and bringing them to justice.",Press Releases,Not-defined
15,https://saudiembassy.net/news/public-investment-fund-pif-denies-claims-shelving-softbank-solar-project,The Public Investment Fund (PIF) Denies Claims of Shelving SoftBank Solar Project,"October 1, 2018","In response to claims in recent press reports, a spokesperson for the Public Investment Fund (PIF) stated that media articles claiming that work has been shelved with respect to SoftBank and Solar Projects are completely inaccurate. ??The spokesperson added that the Public Investment Fund continues to work with the SoftBank Vision Fund, and other parties, on a number of large-scale, multi-billion dollar projects relating to the solar industry, which will be announced in due course. The announcement in March 2018 clearly stated that this includes solar generation projects and joint plans to develop large-scale solar panels manufacturing facilities in Saudi Arabia for solar power generation. This will be complimented by R&D and training components. These plans to develop a leading champion for the industry remain on-track and in-line with the timeline that would be anticipated for projects of this scale and ambition.????Alongside this, the Kingdom is moving forward with the overall renewable energy strategy, through which Saudi Arabia aims to be a leading and reliable diversified supplier of renewable energy. In line with Vision 2030, the Ministry of Energy, Industry and Mineral Resources is undertaking a program in coordination with the Kingdom?Äôs stakeholders to transform the power sector, and ensure it is more competitive, efficient and sustainable, underpinned by a strong pipeline for private sector participation.",Press Releases,Not-defined
16,https://saudiembassy.net/news/kingdom-saudi-arabia-contributes-100-million-syria%E2%80%99s-stabilization-efforts-raqqa-and-areas,Kingdom of Saudi Arabia Contributes $100 Million for Syria?Äôs Stabilization Efforts: Raqqa and Areas of Northeast Syria Liberated from ISIS,"August 16, 2018","The Kingdom of Saudi Arabia, in its continued commitment to serve as stabilizing force in the region, has contributed $100 million dollars for Global Coalition to Defeat ISIS-supported stabilization projects in areas liberated from ISIS in northeast Syria.?? This is the largest Coalition contribution to date for these liberated areas, and follows the pledge made by Foreign Minister Adel Al Jubeir during the July 12, 2018 Global Coalition Ministerial Conference in Brussels, hosted by U.S. Secretary of State Mike Pompeo.????This substantial contribution will play a critical role in the Coalition?Äôs efforts to revitalize communities, such as Raqqa, that have been devastated by ISIS terrorists. The funds will focus on projects to restore livelihoods and essential services in the areas of health, agriculture, electricity, water, education, transportation (key roads and bridges), and rubble removal. ??Consistent with the Kingdom of Saudi Arabia?Äôs contributions to date, this additional $100 million will save lives, help facilitate the return of displaced Syrians, and help ensure that ISIS cannot reemerge to threaten Syria, its neighbors, or plan attacks against the international community.?? This contribution is a continuum of the Kingdom?Äôs efforts in this Coalition, including, but not limited to, co-leading the Counter Finance Working Group and serving as a key member of the Communications and Stabilization Working Groups, as well as, flying the second highest number of missions in Syria after the United States.This contribution represents the Kingdom?Äôs leading role from the earliest days of the Global Coalition as a stabilizing force and its campaign to defeat ISIS in all dimensions. It also represents the Kingdom?Äôs close partnership with the Unites States and the Coalition with an aim to promote sharing the responsibility among all partners to face regional threats together as a united Coalition.??Link to Fact Sheet: Kingdom of Saudi Arabia as Leading Partner in the Global Coalition to Defeat ISIS??https://www.saudiembassy.net/fact-sheets/fact-sheet-kingdom-saudi-arabia-leading-partner-global-coalition-defeat-isis??",Press Releases,Not-defined
17,https://saudiembassy.net/press-release/%D8%A8%D9%8A%D8%A7%D9%86-%D8%A7%D8%B9%D9%84%D8%A7%D9%85%D9%8A,?°ß?ä?°Ï?Ü ?°Ï???Ñ?°Ï?Ö?ä,"July 27, 2018",<Element img at 0x1fa14e0e940>,Press Releases,Not-defined
18,https://saudiembassy.net/news/energy-ministry-reiterates-kingdom-saudi-arabia-committed-oil-market-stability,Energy Ministry Reiterates: Kingdom of Saudi Arabia Committed to Oil Market Stability,"May 8, 2018","Following the announcement of the United States of America?Äôs withdrawal from the JCPOA; an official from the Kingdom of Saudi Arabia?Äôs Ministry of Energy, Industry, and Mineral Resources reassured that the Kingdom remains committed to supporting the stability of oil markets, benefiting producers and consumers alike, and to sustaining growth in the global economy. The Ministry's official added that the Kingdom would work with major producers within and outside of OPEC, as well as, major consumers to mitigate the impact of any potential supply shortages.",Press Releases,Not-defined
19,https://saudiembassy.net/news/kingdom-saudi-arabias-statement-united-states-withdrawal-jcpoa,Kingdom of Saudi Arabia's Statement on the United States Withdrawal from the JCPOA ,"May 8, 2018","The Kingdom of Saudi Arabia supports and welcomes the steps announced by President Donald Trump regarding the United States?Äô withdrawal from the Iran nuclear deal.?? The Kingdom also supports reinstating economic sanctions on the Iranian regime, which have been suspended under the nuclear deal.The Kingdom?Äôs previous support for the nuclear deal concluded by Iran and the P5+1 group of countries was based on Saudi Arabia?Äôs conviction in the need to take all possible steps that may assist in nonproliferation of weapons of mass destruction in the Middle East and the world.?? The Iranian regime however, took advantage of the economic benefits afforded by the lifting of sanctions and used them to continue its destabilizing activities in the region, especially by developing its ballistic missiles and supporting terrorist organizations in the region, including Hizbollah and the Houthi militias, which used the capabilities provided by Iran to target civilians in the Kingdom of Saudi Arabia and Yemen, as well as, repeatedly targeting international shipping lanes in a blatant violation of?? UN Security Council resolutions.The Kingdom reaffirms its support of the strategy previously announced by President Trump towards Iran, and hopes the international community will take a firm and unified stance against the Iranian regime, and its destabilizing aggression in the region, its support to terrorist groups, particularly Hizbollah and the Houthis militias, and its support of the Assad regime?Äîwho has committed heinous crimes against its people that led to the death of more than half a million civilians, including through the use of chemical weapons.Based on this position, the Kingdom asserts its commitment to work with its partners in the United States and the international community to reach the goals announced by President Trump, and the necessity to address the dangers posed by the policies of Iran on international peace and security through a holistic approach, that is not limited to its nuclear program, but addresses its hostile activities, including Iran's interference in the internal affairs of countries in the region, its support of terrorism, and to prevent Iran from ever possessing weapons of mass destruction.",Press Releases,Not-defined
20,https://saudiembassy.net/news/coalition-investigating-claims-strike-bani-qais,Coalition Investigating Claims of a Strike in Bani Qais,"April 23, 2018","The Spokesperson for the Coalition to Restore Legitimacy in Yemen, Colonel Turki Al Maliki, issued a statement stressing that the Coalition is following with interest claims that have been circulating in some media outlets that a wedding tent in the area of Bani Qais in the Hajjah province was targeted.Colonel Turki Al Maliki stated that the joint leadership of the Coalition is reviewing the post-action procedures for all executed operations, particularly in the place and time of the incident, and upon the completion of the comprehensive review and operational audit the preliminary results will be announced.Colonel Al Maliki stressed the Coalition?Äôs assiduous efforts to enforce and implement the rules of engagement in accordance with rules and provisions of international humanitarian law, particularly the important assumption that every person in Yemen is a civilian until proven otherwise.The Spokesperson also emphasized the Coalition?Äôs commitment, morally and legally, to the protection of civilians and civilian sites. The Coalition continues to take all the precautionary and preventative measures, ensuring that all operations utilize the most accurate and up-to-date targeting methods, which include creating a specific list of military targets and locations to achieve operational objectives.The Coalition has a no strike-list that includes more than 40 thousand civilian locations which are updated continuously based upon information provided by the UN, NGOs and other stakeholders.",Press Releases,Not-defined
